#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000575_03371	794903.OPIT5_26280	5.57e-15	79.7	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	CD225,DUF4339,N_methyl,SBP_bac_10,T2SSG
MGYG000000575_03824	608534.GCWU000341_02335	1.96e-145	429.0	COG4584@1|root,COG4584@2|Bacteria,1TNY9@1239|Firmicutes,24B59@186801|Clostridia,2PTNB@265975|Oribacterium	186801|Clostridia	L	Integrase core domain	-	-	-	-	-	-	-	-	-	-	-	-	rve
MGYG000000575_02151	857293.CAAU_2081	6.56e-35	137.0	COG1609@1|root,COG1609@2|Bacteria,1TQ7K@1239|Firmicutes,247M2@186801|Clostridia,36F5I@31979|Clostridiaceae	186801|Clostridia	K	Transcriptional regulator, LacI family	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
MGYG000000575_02931	1122605.KB893648_gene3690	1.08e-32	142.0	28J61@1|root,2Z91S@2|Bacteria,4NKJU@976|Bacteroidetes	976|Bacteroidetes	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_129,Glyco_hydro_38C
MGYG000000575_02553	1121085.AUCI01000029_gene2475	9.29e-17	86.7	COG2207@1|root,COG2207@2|Bacteria,1TWHI@1239|Firmicutes,4HF19@91061|Bacilli,1ZFX2@1386|Bacillus	91061|Bacilli	K	AraC-like ligand binding domain	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18,HTH_AraC
MGYG000000575_00990	313628.LNTAR_16102	2.78e-101	311.0	COG0472@1|root,COG0472@2|Bacteria	2|Bacteria	M	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	mraY	GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008963,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0030203,GO:0034645,GO:0040007,GO:0042546,GO:0042802,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	iAF987.Gmet_0409,iEC042_1314.EC042_0088,iECABU_c1320.ECABU_c00920,iECED1_1282.ECED1_0088,iECH74115_1262.ECH74115_0095,iECSP_1301.ECSP_0090,iECs_1301.ECs0091,iG2583_1286.G2583_0091,iSDY_1059.SDY_0117,iZ_1308.Z0097,ic_1306.c0105	Glycos_transf_4,MraY_sig1
MGYG000000575_03459	553220.CAMGR0001_2139	3.2e-12	73.2	2DBI5@1|root,2Z9EN@2|Bacteria,1PMHG@1224|Proteobacteria,42PJZ@68525|delta/epsilon subdivisions,2YN9T@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	L	PDDEXK-like domain of unknown function (DUF3799)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3799
MGYG000000575_02477	118005.AWNK01000001_gene1917	2.17e-174	502.0	COG0422@1|root,COG0422@2|Bacteria	2|Bacteria	H	thiamine diphosphate biosynthetic process	thiC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016020,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0040007,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.1.99.17	ko:K03147	ko00730,ko01100,map00730,map01100	M00127	R03472	RC03251,RC03252	ko00000,ko00001,ko00002,ko01000	-	-	iECABU_c1320.ECABU_c45100,iYO844.BSU08790	Phos_pyr_kin,TMP-TENI,ThiC-associated,ThiC_Rad_SAM
MGYG000000575_01933	760142.Hipma_1454	1.18e-26	103.0	COG2050@1|root,COG2050@2|Bacteria,1RH35@1224|Proteobacteria,42U19@68525|delta/epsilon subdivisions,2WR05@28221|Deltaproteobacteria,2M7H4@213113|Desulfurellales	28221|Deltaproteobacteria	Q	Thioesterase superfamily	-	-	-	ko:K02614	ko00360,map00360	-	R09840	RC00004,RC00014	ko00000,ko00001,ko01000	-	-	-	4HBT
MGYG000000575_00236	1280664.AUIX01000054_gene2087	3.66e-60	209.0	COG1774@1|root,COG1774@2|Bacteria,1TP1V@1239|Firmicutes,247Q6@186801|Clostridia,4BW19@830|Butyrivibrio	186801|Clostridia	S	PSP1 C-terminal conserved region	yaaT	-	-	-	-	-	-	-	-	-	-	-	PSP1
MGYG000000575_00146	880073.Calab_1742	6.4e-93	285.0	COG1180@1|root,COG1180@2|Bacteria,2NP82@2323|unclassified Bacteria	2|Bacteria	O	Radical SAM superfamily	pflA	-	1.97.1.4	ko:K04069	-	-	R04710	-	ko00000,ko01000	-	-	-	AMMECR1,Fer4_12,Memo,Radical_SAM
MGYG000000575_02579	794903.OPIT5_27545	1.31e-25	97.4	2EPKD@1|root,33H70@2|Bacteria,46WC0@74201|Verrucomicrobia,3K89T@414999|Opitutae	414999|Opitutae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000575_03289	1316932.MHH_c10320	9.57e-29	122.0	COG1609@1|root,COG1609@2|Bacteria,1MVUR@1224|Proteobacteria,1RN2K@1236|Gammaproteobacteria,1Y6VY@135625|Pasteurellales	135625|Pasteurellales	K	Ribose operon repressor	rbsR	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
MGYG000000575_03290	1316932.MHH_c10320	9.57e-29	122.0	COG1609@1|root,COG1609@2|Bacteria,1MVUR@1224|Proteobacteria,1RN2K@1236|Gammaproteobacteria,1Y6VY@135625|Pasteurellales	135625|Pasteurellales	K	Ribose operon repressor	rbsR	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
MGYG000000575_02329	1195236.CTER_4249	1.24e-54	202.0	COG3525@1|root,COG3525@2|Bacteria,1TSXM@1239|Firmicutes,248U1@186801|Clostridia	186801|Clostridia	G	hydrolase, family 20	-	-	-	-	-	-	-	-	-	-	-	-	F5_F8_type_C,FIVAR,Glyco_hydro_20,Glyco_hydro_20b,Gram_pos_anchor,MucBP
MGYG000000575_02940	1227352.C173_13022	1.9e-38	154.0	COG3525@1|root,COG3525@2|Bacteria,1TSXM@1239|Firmicutes,4HZI0@91061|Bacilli,274BD@186822|Paenibacillaceae	91061|Bacilli	G	Glycosyl hydrolase family 20, domain 2	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_20,Glyco_hydro_20b
MGYG000000575_03055	1304885.AUEY01000016_gene3061	3.95e-60	187.0	COG0139@1|root,COG0139@2|Bacteria,1MW67@1224|Proteobacteria,42SGH@68525|delta/epsilon subdivisions,2WP2B@28221|Deltaproteobacteria,2MK4J@213118|Desulfobacterales	28221|Deltaproteobacteria	E	Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP	hisI	-	3.5.4.19,3.6.1.31	ko:K01496,ko:K11755	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04035,R04037	RC00002,RC01055	ko00000,ko00001,ko00002,ko01000	-	-	iAF987.Gmet_1897	PRA-CH,PRA-PH
MGYG000000575_01075	313628.LNTAR_08246	2.11e-63	202.0	COG3363@1|root,COG3363@2|Bacteria	2|Bacteria	F	IMP cyclohydrolase activity	purN	-	2.1.2.2	ko:K11175	ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130	M00048	R04325,R04326	RC00026,RC00197,RC01128	ko00000,ko00001,ko00002,ko01000	-	-	-	Formyl_trans_N,IMP_cyclohyd
MGYG000000575_01820	313628.LNTAR_25165	4.29e-16	83.2	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000000575_00036	278957.ABEA03000019_gene1923	1.15e-144	424.0	COG4198@1|root,COG4198@2|Bacteria,46S83@74201|Verrucomicrobia,3K7UU@414999|Opitutae	414999|Opitutae	S	Protein of unknown function (DUF1015)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1015
MGYG000000575_03325	944479.JQLX01000012_gene1014	1.21e-12	68.9	COG2001@1|root,COG2001@2|Bacteria,1RHCG@1224|Proteobacteria,42TRZ@68525|delta/epsilon subdivisions,2WQRI@28221|Deltaproteobacteria,2M749@213113|Desulfurellales	28221|Deltaproteobacteria	K	MraZ protein, putative antitoxin-like	mraZ	GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031333,GO:0043254,GO:0043565,GO:0044087,GO:0044212,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2000142,GO:2000143,GO:2001141	-	ko:K03925	-	-	-	-	ko00000	-	-	-	MraZ
MGYG000000575_00141	1280685.AUKC01000055_gene2589	5.13e-247	709.0	COG3345@1|root,COG3345@2|Bacteria,1TQF4@1239|Firmicutes,2489F@186801|Clostridia,4BWPQ@830|Butyrivibrio	186801|Clostridia	G	Glycosyl hydrolase family 36 N-terminal domain	-	-	3.2.1.22	ko:K07407	ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_36C,Glyco_hydro_36N,Melibiase
MGYG000000575_00243	335543.Sfum_1414	1.85e-71	231.0	COG1173@1|root,COG1173@2|Bacteria,1MU26@1224|Proteobacteria,42MFP@68525|delta/epsilon subdivisions,2WJ47@28221|Deltaproteobacteria,2MQ6J@213462|Syntrophobacterales	28221|Deltaproteobacteria	P	PFAM Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
MGYG000000575_01363	446468.Ndas_4203	3.7e-28	109.0	COG0454@1|root,COG0456@2|Bacteria,2IPBA@201174|Actinobacteria	201174|Actinobacteria	K	Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
MGYG000000575_00709	497964.CfE428DRAFT_0492	1.07e-27	106.0	COG0091@1|root,COG0091@2|Bacteria,46T5F@74201|Verrucomicrobia	74201|Verrucomicrobia	J	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome	rplV	-	-	ko:K02890	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
MGYG000000575_03166	313628.LNTAR_13707	3.84e-79	245.0	COG0130@1|root,COG0130@2|Bacteria	2|Bacteria	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	truB	GO:0000049,GO:0001522,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0030312,GO:0031119,GO:0034337,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990481	5.4.99.25	ko:K03177	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	DKCLD,DUF4232,FAD_syn,TruB-C_2,TruB_C,TruB_C_2,TruB_N
MGYG000000575_01203	313628.LNTAR_07769	2.14e-17	85.1	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000000575_00186	118168.MC7420_6076	1.28e-125	367.0	COG0647@1|root,COG0647@2|Bacteria,1GCWQ@1117|Cyanobacteria,1HEEW@1150|Oscillatoriales	1117|Cyanobacteria	G	Belongs to the HAD-like hydrolase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_6,Hydrolase_like
MGYG000000575_00568	743719.PaelaDRAFT_4412	3.59e-80	245.0	COG2755@1|root,COG2755@2|Bacteria,1V2BU@1239|Firmicutes,4HFRU@91061|Bacilli,26QE2@186822|Paenibacillaceae	91061|Bacilli	E	g-d-s-l family	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
MGYG000000575_03539	313628.LNTAR_17373	7.85e-40	150.0	COG1560@1|root,COG1560@2|Bacteria	2|Bacteria	M	Kdo2-lipid A biosynthetic process	htrB	-	2.3.1.241	ko:K02517	ko00540,ko01100,map00540,map01100	M00060	R05146	RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Lip_A_acyltrans
MGYG000000575_00308	313628.LNTAR_19802	3.15e-70	231.0	COG2974@1|root,COG2974@2|Bacteria	2|Bacteria	L	May be involved in recombination	-	-	-	ko:K03554	-	-	-	-	ko00000,ko03400	-	-	-	RdgC
MGYG000000575_02298	428125.CLOLEP_01728	0.0	1331.0	COG0178@1|root,COG0178@2|Bacteria,1TP0A@1239|Firmicutes,24B3G@186801|Clostridia,3WN9G@541000|Ruminococcaceae	186801|Clostridia	L	Psort location Cytoplasmic, score	-	-	-	ko:K03701	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	ABC_tran
MGYG000000575_02045	313628.LNTAR_22514	1.39e-10	69.3	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000000575_03506	926561.KB900617_gene2066	4.13e-180	509.0	COG1089@1|root,COG1089@2|Bacteria,1TQ9T@1239|Firmicutes,24863@186801|Clostridia	186801|Clostridia	M	Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose	gmd	-	4.2.1.47	ko:K01711	ko00051,ko00520,ko01100,map00051,map00520,map01100	-	R00888	RC00402	ko00000,ko00001,ko01000	-	-	-	GDP_Man_Dehyd
MGYG000000575_02790	313628.LNTAR_08286	1.36e-58	195.0	COG0169@1|root,COG0169@2|Bacteria	2|Bacteria	E	shikimate 3-dehydrogenase (NADP+) activity	aroE	GO:0000166,GO:0003674,GO:0003824,GO:0004764,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019632,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901615	1.1.1.25	ko:K00014	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02413	RC00206	ko00000,ko00001,ko00002,ko01000	-	-	-	SKI,Shikimate_DH,Shikimate_dh_N
MGYG000000575_00037	1262915.BN574_01667	3.44e-74	233.0	COG1212@1|root,COG1212@2|Bacteria,1TQU3@1239|Firmicutes,4H20C@909932|Negativicutes	909932|Negativicutes	M	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria	kdsB	-	2.7.7.38	ko:K00979	ko00540,ko01100,map00540,map01100	M00063	R03351,R11396	RC00152,RC00910	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	CTP_transf_3
MGYG000000575_01509	794903.OPIT5_12065	1.08e-16	84.0	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	CD225,DUF4339,N_methyl,SBP_bac_10,T2SSG
MGYG000000575_02327	1134912.AJTV01000015_gene307	8.59e-20	82.0	COG0298@1|root,COG0298@2|Bacteria,1PRY6@1224|Proteobacteria,2V45S@28211|Alphaproteobacteria,36YX4@31993|Methylocystaceae	28211|Alphaproteobacteria	O	HupF/HypC family	-	-	-	ko:K04653	-	-	-	-	ko00000	-	-	-	HupF_HypC
MGYG000000575_03439	1408424.JHYI01000006_gene411	9.29e-34	134.0	COG1609@1|root,COG1609@2|Bacteria,1TRFH@1239|Firmicutes,4HE9A@91061|Bacilli,1ZQ1D@1386|Bacillus	91061|Bacilli	K	helix_turn _helix lactose operon repressor	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
MGYG000000575_03103	272562.CA_C0710	4.56e-159	461.0	COG0126@1|root,COG0126@2|Bacteria,1TP3H@1239|Firmicutes,248VS@186801|Clostridia,36ETN@31979|Clostridiaceae	186801|Clostridia	F	Belongs to the phosphoglycerate kinase family	pgk	-	2.7.2.3,5.3.1.1	ko:K00927,ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01015,R01512	RC00002,RC00043,RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGK,TIM
MGYG000000575_03784	313628.LNTAR_13787	3.1e-119	356.0	COG0216@1|root,COG0216@2|Bacteria	2|Bacteria	J	translation release factor activity	prfA	GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016149,GO:0019538,GO:0022411,GO:0032984,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K02835,ko:K15034	-	-	-	-	ko00000,ko03012	-	-	-	MTS,PCRF,RF-1
MGYG000000575_02325	411471.SUBVAR_06262	2.07e-97	298.0	COG0309@1|root,COG0309@2|Bacteria,1TQP4@1239|Firmicutes,24963@186801|Clostridia,3WGZN@541000|Ruminococcaceae	186801|Clostridia	O	hydrogenase expression formation protein HypE	hypE	-	-	ko:K04655	-	-	-	-	ko00000	-	-	-	AIRS,AIRS_C
MGYG000000575_02366	1121405.dsmv_0047	4.75e-117	367.0	COG5002@1|root,COG5002@2|Bacteria,1MWF3@1224|Proteobacteria,42NB5@68525|delta/epsilon subdivisions,2WJGX@28221|Deltaproteobacteria,2MI1J@213118|Desulfobacterales	28221|Deltaproteobacteria	T	histidine kinase HAMP region domain protein	phoR	-	2.7.13.3	ko:K07636	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HisKA,PAS,PAS_4,PAS_8,PAS_9,sCache_like
MGYG000000575_02968	411464.DESPIG_02386	8.96e-111	335.0	COG0404@1|root,COG0404@2|Bacteria,1MV96@1224|Proteobacteria,42QM6@68525|delta/epsilon subdivisions,2WJ8G@28221|Deltaproteobacteria,2M7Y8@213115|Desulfovibrionales	28221|Deltaproteobacteria	E	Glycine cleavage system T protein	gcvT	-	2.1.2.10	ko:K00605	ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200	M00532	R01221,R02300,R04125	RC00022,RC00069,RC00183,RC02834	ko00000,ko00001,ko00002,ko01000	-	-	-	GCV_T,GCV_T_C
MGYG000000575_01378	706587.Desti_5065	4.42e-68	216.0	COG0745@1|root,COG0745@2|Bacteria,1MY2Z@1224|Proteobacteria,42MP1@68525|delta/epsilon subdivisions,2WJPD@28221|Deltaproteobacteria,2MRKV@213462|Syntrophobacterales	28221|Deltaproteobacteria	K	PFAM response regulator receiver	-	-	-	ko:K07657	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
MGYG000000575_03668	269482.Bcep1808_2092	1.5e-27	112.0	2FA5S@1|root,342EK@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000575_01501	1303518.CCALI_00602	3.51e-16	84.7	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456,ko:K02679	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000000575_03328	1196323.ALKF01000175_gene206	7.76e-46	167.0	COG0772@1|root,COG0772@2|Bacteria,1TPT7@1239|Firmicutes,4HAEV@91061|Bacilli,26SSY@186822|Paenibacillaceae	91061|Bacilli	D	Belongs to the SEDS family	-	-	-	ko:K03588	ko04112,map04112	-	-	-	ko00000,ko00001,ko02000,ko03036	2.A.103.1	-	-	FTSW_RODA_SPOVE
MGYG000000575_00555	1550091.JROE01000005_gene2299	1.25e-35	151.0	COG1572@1|root,COG1572@2|Bacteria,4NVTK@976|Bacteroidetes,1IZDX@117747|Sphingobacteriia	976|Bacteroidetes	S	Domain of unknown function (DUF4091)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4091
MGYG000000575_01135	583355.Caka_0117	2.12e-39	145.0	COG0457@1|root,COG0457@2|Bacteria,46UIS@74201|Verrucomicrobia	74201|Verrucomicrobia	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000575_03525	1550091.JROE01000020_gene3930	1.62e-12	76.6	2DB9J@1|root,2Z7X1@2|Bacteria,4NJJ7@976|Bacteroidetes,1J19T@117747|Sphingobacteriia	976|Bacteroidetes	S	Domain of unknown function (DUF5109)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4434,DUF5109
MGYG000000575_00176	309799.DICTH_1277	2.72e-11	65.9	COG3216@1|root,COG3216@2|Bacteria	2|Bacteria	M	Uncharacterized protein conserved in bacteria (DUF2062)	-	-	-	ko:K09928	-	-	-	-	ko00000	-	-	-	DUF2062
MGYG000000575_00208	278957.ABEA03000091_gene698	3.64e-89	305.0	COG5434@1|root,COG5434@2|Bacteria,46VA8@74201|Verrucomicrobia	74201|Verrucomicrobia	M	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Pectate_lyase_3
MGYG000000575_00335	1031288.AXAA01000006_gene1097	0.0	1181.0	COG1012@1|root,COG1454@1|root,COG1012@2|Bacteria,COG1454@2|Bacteria,1TPB4@1239|Firmicutes,247IQ@186801|Clostridia,36DKD@31979|Clostridiaceae	186801|Clostridia	C	alcohol dehydrogenase	adhE	-	1.1.1.1,1.2.1.10	ko:K04072	ko00010,ko00071,ko00350,ko00620,ko00625,ko00626,ko00650,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00620,map00625,map00626,map00650,map01100,map01110,map01120,map01130,map01220	-	R00228,R00623,R00754,R01172,R04880,R05233,R05234,R06917,R06927	RC00004,RC00050,RC00088,RC00099,RC00116,RC00184,RC00649,RC01195	ko00000,ko00001,ko01000	-	-	-	Aldedh,Fe-ADH
MGYG000000575_01188	521674.Plim_3975	1.17e-27	113.0	COG1385@1|root,COG1385@2|Bacteria,2IZRM@203682|Planctomycetes	203682|Planctomycetes	J	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit	-	-	2.1.1.193	ko:K09761	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltrans_RNA
MGYG000000575_01840	160799.PBOR_17445	1.79e-134	397.0	COG0673@1|root,COG0673@2|Bacteria,1TQR0@1239|Firmicutes,4HCTG@91061|Bacilli,26QYW@186822|Paenibacillaceae	91061|Bacilli	S	Oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
