	index	KEGG	pvalue	-log(pvalue)	pvalue_corrected
1176	1176	ko:K02117	1.2489561114775503e-75	172.47157388295648	4.423843290716594e-75
1177	1177	ko:K02118	2.3982940695927845e-65	148.79327336433659	7.379165295324721e-65
1178	1178	ko:K02119	7.47060070346914e-55	124.63120470330323	2.0346845910172098e-54
1179	1179	ko:K02120	3.467430630393939e-61	139.2142768052843	1.0044696428529594e-60
1180	1180	ko:K02121	9.097032123479476e-24	53.054094011806576	1.929445656242116e-23
1181	1181	ko:K02122	3.467430630393939e-61	139.2142768052843	1.0044696428529594e-60
1182	1182	ko:K02123	2.8513638482211804e-70	160.13315908653243	9.651558925093995e-70
1183	1183	ko:K02124	5.868679106030203e-73	166.3190822045735	2.0403055561974462e-72
1185	1185	ko:K02160	4.888119416195801e-134	306.9595948091493	2.5250066078537502e-133
1186	1186	ko:K02168	7.901284967893539e-80	182.1397820391137	2.8836881014044556e-79
1187	1187	ko:K02169	4.902907705153909e-50	113.53942621136825	1.2827533319415647e-49
1189	1189	ko:K02171	2.186593718273187e-38	86.71588858058813	5.253407716327836e-38
1190	1190	ko:K02172	1.0703215023050317e-65	149.6000719718271	3.3004015303190656e-65
1191	1191	ko:K02173	0.00011181070436810939	9.098703256136893	0.0001645681013718315
1193	1193	ko:K02188	2.0575749827229074e-80	183.4852793430109	7.543550878216581e-80
1194	1194	ko:K02189	9.419707520019714e-56	126.7019611683905	2.5880130733835184e-55
1195	1195	ko:K02190	2.3358997634783655e-103	236.31786742381124	1.001403953272502e-102
1196	1196	ko:K02191	3.8105877851456316e-92	210.5000451038962	1.5013662690113214e-91
1198	1198	ko:K02193	6.037819149209334e-58	131.75189251492037	1.6917879362995482e-57
1199	1199	ko:K02194	2.4922918824036215e-52	118.82122211385378	6.653182017990944e-52
1200	1200	ko:K02195	1.7417262890164316e-56	128.38988846614163	4.7993102136587465e-56
1201	1201	ko:K02196	6.627390410490845e-73	166.19750066509386	2.282992450130037e-72
1202	1202	ko:K02197	1.7417262890164316e-56	128.38988846614163	4.7993102136587465e-56
1203	1203	ko:K02198	4.8458664714969045e-54	122.76146895403915	1.3141096108583826e-53
1204	1204	ko:K02199	2.361922046368418e-130	298.47658637522636	1.1917258153526442e-129
1205	1205	ko:K02200	1.2858365288216792e-175	402.7009817722243	8.778516374518986e-175
1207	1207	ko:K02203	3.6720903077441613e-112	256.588769349265	1.6652708335360268e-111
1208	1208	ko:K02204	0.00011181070436810939	9.098703256136893	0.0001645681013718315
1209	1209	ko:K02205	0.002261842300240468	6.091575620676785	0.0032021969977827688
1210	1210	ko:K02217	1.0216605672078085e-135	310.8275582436005	5.316401440050956e-135
1211	1211	ko:K02221	1.0785519510685746e-46	105.84329492229546	2.738086472901606e-46
1212	1212	ko:K02224	3.1260199117591687e-109	249.84201453464735	1.395218057058677e-108
1213	1213	ko:K02226	1.4047519697843684e-105	241.43157401113436	6.133974958547985e-105
1214	1214	ko:K02227	7.894543242668421e-76	172.93029527551369	2.80330761937773e-75
1215	1215	ko:K02230	1.7417262890164316e-56	128.38988846614163	4.7993102136587465e-56
1216	1216	ko:K02231	7.28716556135672e-93	212.15429898991783	2.883205098768048e-92
1217	1217	ko:K02232	4.143047397610476e-80	182.7853758360858	1.517952343082982e-79
1218	1218	ko:K02233	6.6922208110972745e-80	182.3058616606647	2.4487542903081795e-79
1219	1219	ko:K02236	2.8261210586443084e-13	28.894701088124002	5.325860980342378e-13
1220	1220	ko:K02237	4.0044274905637e-192	440.70893723073056	3.092886130194617e-191
1221	1221	ko:K02238	0.0	460.51701859880916	0.0
1222	1222	ko:K02240	7.983489634876185e-08	16.343305130473848	1.3447130811011618e-07
1223	1223	ko:K02241	2.377714012132851e-27	61.30365798383454	5.189243646115995e-27
1224	1224	ko:K02242	1.6225573965839955e-125	287.33913307988684	7.959130374555377e-125
1225	1225	ko:K02243	2.8261210586443084e-13	28.894701088124002	5.325860980342378e-13
1226	1226	ko:K02244	6.657765051032446e-08	16.524896893641994	1.127128680003874e-07
1227	1227	ko:K02245	6.657765051032446e-08	16.524896893641994	1.127128680003874e-07
1230	1230	ko:K02250	2.637210776204395e-09	19.753544002468267	4.588502940662562e-09
1233	1233	ko:K02277	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
1234	1234	ko:K02278	8.917792748553057e-86	195.83426953123052	3.3769187027720027e-85
1235	1235	ko:K02279	1.7217605931423852e-22	50.1135246779014	3.6205066327306913e-22
1236	1236	ko:K02282	8.952411727168044e-27	59.97787454812942	1.9492987509290698e-26
1237	1237	ko:K02283	1.5053717808715092e-153	351.88647932991574	8.816731405394752e-153
1238	1238	ko:K02286	9.037843628347294e-69	156.6769508073267	2.978847934947392e-68
1239	1239	ko:K02290	9.037843628347294e-69	156.6769508073267	2.978847934947392e-68
1245	1245	ko:K02302	1.8155629872975075e-131	301.042251576762	9.234836600253809e-131
1246	1246	ko:K02303	7.640699800577465e-88	200.5939989875581	2.940653788279507e-87
1247	1247	ko:K02304	6.6922208110972745e-80	182.3058616606647	2.4487542903081795e-79
1248	1248	ko:K02313	2.3206906240699134e-253	460.51701859880916	3.6093642337209507e-252
1249	1249	ko:K02314	1.2705652183309142e-294	460.51701859880916	3.8675316839739245e-293
1250	1250	ko:K02315	5.424079288396012e-271	460.51701859880916	1.1778596793186107e-269
1251	1251	ko:K02316	1.1729034919466165e-297	460.51701859880916	3.741363342107682e-296
1255	1255	ko:K02334	3.608128927570842e-15	33.25558705954308	6.990904572774528e-15
1256	1256	ko:K02335	2.4117933420693706e-265	460.51701859880916	4.79471310187453e-264
1257	1257	ko:K02336	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
1258	1258	ko:K02337	4.0894082147441873e-281	460.51701859880916	1.0261688346864749e-279
1259	1259	ko:K02338	8.798193173378015e-260	460.51701859880916	1.5670220396495985e-258
1260	1260	ko:K02339	3.803683483123213e-64	146.02947601672696	1.1484276441558108e-63
1261	1261	ko:K02340	7.071467262092054e-246	460.51701859880916	9.574461429681472e-245
1262	1262	ko:K02341	2.1142172429404027e-258	460.51701859880916	3.65041912955398e-257
1263	1263	ko:K02342	4.751361288306454e-286	460.51701859880916	1.2959510064627168e-284
1264	1264	ko:K02343	3.608108865743653e-276	460.51701859880916	8.631941803385028e-275
1265	1265	ko:K02344	1.6287262200611528e-67	153.78540298136667	5.0889807628474094e-67
1267	1267	ko:K02346	1.1306429976747759e-163	375.1985836626473	7.116622480347586e-163
1269	1269	ko:K02348	2.8116672382528385e-14	31.202413671295965	5.375778268599907e-14
1270	1270	ko:K02352	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
1271	1271	ko:K02355	0.0	460.51701859880916	0.0
1272	1272	ko:K02356	3.185149333813771e-236	460.51701859880916	3.685113348096834e-235
1273	1273	ko:K02357	1.4843380668827305e-240	460.51701859880916	1.8459411289911664e-239
1274	1274	ko:K02358	8.938305750297798e-206	460.51700966054335	7.58882319792201e-205
1276	1276	ko:K02361	4.3707092449193084e-129	295.55855170168485	2.1876794678026964e-128
1277	1277	ko:K02371	3.042161453478248e-96	219.93560066022053	1.2286154196236184e-95
1278	1278	ko:K02372	1.2605994175734852e-192	441.8647505108505	9.749786728246435e-192
1279	1279	ko:K02377	4.968768280031557e-165	378.32336836560376	3.1591965888579026e-164
1280	1280	ko:K02379	2.1793998528960837e-58	132.77088585159143	6.124883807591482e-58
1281	1281	ko:K02380	1.2376201939745548e-59	135.63933014946036	3.5434095411664992e-59
1283	1283	ko:K02385	3.375602649786676e-62	141.54370189434704	9.885193236875298e-62
1284	1284	ko:K02386	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
1285	1285	ko:K02387	1.6357693006661245e-100	229.76639608543022	6.876808243902412e-100
1286	1286	ko:K02388	6.346136806287661e-101	230.71324814159294	2.6739021200223985e-100
1287	1287	ko:K02389	7.901284967893539e-80	182.1397820391137	2.8836881014044556e-79
1288	1288	ko:K02390	6.418128116654351e-197	451.7499810187225	5.139964730018506e-196
1289	1289	ko:K02391	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
1290	1290	ko:K02392	2.354291404372123e-199	457.3165954198883	1.9125653624582743e-198
1291	1291	ko:K02393	5.860577608426204e-10	21.25760276321822	1.0295215052014422e-09
1292	1292	ko:K02394	5.860577608426204e-10	21.25760276321822	1.0295215052014422e-09
1293	1293	ko:K02395	6.657765051032446e-08	16.524896893641994	1.127128680003874e-07
1294	1294	ko:K02396	5.280176020597363e-178	408.19618711854326	3.6714130310705316e-177
1295	1295	ko:K02397	1.1607374617974914e-104	239.31979412533252	5.0257083660342304e-104
1296	1296	ko:K02398	1.417860587248025e-81	186.16024342570938	5.22876608465209e-81
1298	1298	ko:K02400	5.579120974961219e-115	263.07825446170034	2.5630363730375138e-114
1299	1299	ko:K02401	1.2820718727671746e-98	225.40486169348856	5.306875215281135e-98
1302	1302	ko:K02404	1.1635577232885578e-82	188.66049531121718	4.319162988617487e-82
1303	1303	ko:K02405	3.8002231150388484e-104	238.13378989188814	1.6391183886561756e-103
1304	1304	ko:K02406	0.0	460.51701859880916	0.0
1305	1305	ko:K02407	1.635189055487275e-201	460.36556964632086	1.3537063647039818e-200
1306	1306	ko:K02408	2.8606693968000314e-79	180.85316669425922	1.0413500589511912e-78
1307	1307	ko:K02409	6.952454943940535e-111	253.6478504957892	3.1252834883350524e-110
1308	1308	ko:K02410	6.952454943940535e-111	253.6478504957892	3.1252834883350524e-110
1309	1309	ko:K02411	4.3406450285883275e-88	201.15946522230848	1.6717109025518211e-87
1310	1310	ko:K02412	1.1607374617974914e-104	239.31979412533252	5.0257083660342304e-104
1311	1311	ko:K02413	1.1928533720159623e-60	137.9787573510245	3.4396578847814725e-60
1312	1312	ko:K02414	4.802301172692474e-93	212.57131843443554	1.902722275159418e-92
1313	1313	ko:K02415	2.2295172176400876e-77	176.49726709283956	8.012637944491366e-77
1314	1314	ko:K02416	7.0976309291348865e-93	212.1806525920327	2.8101840270614003e-92
1315	1315	ko:K02417	6.346136806287661e-101	230.71324814159294	2.6739021200223985e-100
1316	1316	ko:K02418	3.311450995473555e-74	169.1939104210127	1.1619920646639957e-73
1317	1317	ko:K02419	1.054488264083752e-102	234.8106238938837	4.510333893194594e-102
1318	1318	ko:K02420	1.2820718727671746e-98	225.40486169348856	5.306875215281135e-98
1319	1319	ko:K02421	1.2703175511508455e-102	234.62441257590078	5.425274503629102e-102
1320	1320	ko:K02422	7.681809282784265e-181	414.7290467288123	5.435024462481198e-180
1322	1322	ko:K02424	1.1481096968754333e-73	167.95059494046347	4.018739831716489e-73
1324	1324	ko:K02426	6.210493615471698e-179	410.33649126595424	4.3450367971441394e-178
1325	1325	ko:K02427	3.5636499586805526e-57	129.97656501173395	9.867762465282196e-57
1326	1326	ko:K02428	0.0	460.51701859880916	0.0
1327	1327	ko:K02429	0.0	460.51701859880916	0.0
1328	1328	ko:K02430	1.16490273909269e-31	71.22750028504024	2.630816345966931e-31
1329	1329	ko:K02431	4.656441091722768e-27	60.631546068702534	1.0146764339585777e-26
1330	1330	ko:K02433	8.560306690388689e-116	264.952734769481	3.9648475450315454e-115
1331	1331	ko:K02434	1.3494551706797053e-114	262.1949996676044	6.1892964205179656e-114
1332	1332	ko:K02435	9.032965886420162e-102	232.6627987237825	3.8432649129410877e-101
1333	1333	ko:K02437	1.9057787161254266e-63	144.4179701587029	5.720375667859732e-63
1334	1334	ko:K02438	2.9280787651226117e-100	229.18416280301068	1.2291399782812093e-99
1335	1335	ko:K02439	1.6287262200611528e-67	153.78540298136667	5.0889807628474094e-67
1336	1336	ko:K02440	1.2232773963230774e-63	144.86132721134842	3.6756914207770594e-63
1337	1337	ko:K02441	1.122684378540881e-120	276.1944885750879	5.358136941032809e-120
1338	1338	ko:K02443	8.13065259533405e-40	90.00776252939478	1.9786924376403466e-39
1339	1339	ko:K02444	1.9527038156649786e-40	91.43418873545376	4.7644622918083265e-40
1340	1340	ko:K02445	1.3699621031259301e-78	179.28685417603	4.977352660391893e-78
1341	1341	ko:K02446	1.7641870719626186e-50	114.56156464787514	4.6393107630651815e-50
1343	1343	ko:K02453	6.699345125056597e-08	16.518670964861425	1.1287526880354983e-07
1344	1344	ko:K02454	1.3860637589172486e-15	34.21230849309624	2.697592548378761e-15
1345	1345	ko:K02455	4.1277969133370136e-12	26.213277286310046	7.628655113813675e-12
1346	1346	ko:K02456	1.5512177631583156e-52	119.29538455957297	4.14294015647675e-52
1352	1352	ko:K02469	0.0	460.51701859880916	0.0
1353	1353	ko:K02470	0.0	460.51701859880916	0.0
1354	1354	ko:K02471	1.2124440552546384e-105	241.57879656160594	5.3024470456759785e-105
1355	1355	ko:K02472	1.382276856283055e-29	66.45123566138385	3.076206200462802e-29
1356	1356	ko:K02473	2.377714012132851e-27	61.30365798383454	5.189243646115995e-27
1357	1357	ko:K02474	7.894250655789522e-60	136.08897085020928	2.2659348857441607e-59
1358	1358	ko:K02475	4.1277969133370136e-12	26.213277286310046	7.628655113813675e-12
1360	1360	ko:K02477	2.6650453222686814e-223	460.51701859880916	2.6077722512181932e-222
1361	1361	ko:K02478	3.2595165354157836e-41	93.22440993039478	8.015344232995433e-41
1362	1362	ko:K02479	0.00011181070436810939	9.098703256136893	0.0001645681013718315
1363	1363	ko:K02480	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
1364	1364	ko:K02481	3.265795382352056e-20	44.868198518136666	6.678261763404458e-20
1365	1365	ko:K02482	1.9081458853536297e-19	43.10298473695473	3.8559025299594107e-19
1366	1366	ko:K02483	8.934675439883243e-23	50.769517315490795	1.8808791026689333e-22
1367	1367	ko:K02484	1.0560400925917243e-241	460.51701859880916	1.342883415038936e-240
1369	1369	ko:K02487	2.637210776204395e-09	19.753544002468267	4.588502940662562e-09
1370	1370	ko:K02488	1.4930603566608952e-12	27.230193171758014	2.7775350160485716e-12
1371	1371	ko:K02489	1.16490273909269e-31	71.22750028504024	2.630816345966931e-31
1372	1372	ko:K02491	3.4130671530057683e-16	35.61375014252012	6.684071157083097e-16
1373	1373	ko:K02492	1.0272599658236766e-103	237.13936954819346	4.4105777696125307e-103
1374	1374	ko:K02493	3.7965391476912566e-259	460.51701859880916	6.677651099023313e-258
1375	1375	ko:K02494	1.5874850522109843e-59	135.3903694508384	4.485956258650259e-59
1376	1376	ko:K02495	1.6287262200611528e-67	153.78540298136667	5.0889807628474094e-67
1377	1377	ko:K02496	2.7548096222819806e-55	125.6288317770753	7.539338403976764e-55
1378	1378	ko:K02498	1.6287262200611528e-67	153.78540298136667	5.0889807628474094e-67
1379	1379	ko:K02499	1.0797748586845719e-50	115.05250209447878	2.8421486490130966e-50
1380	1380	ko:K02500	6.920268120845392e-204	460.5163268113372	5.831616986610908e-203
1381	1381	ko:K02501	9.676911861122271e-202	460.42464990583744	8.04651610720123e-201
1382	1382	ko:K02502	2.3394607005038503e-187	429.7334919569493	1.747168666011209e-186
1383	1383	ko:K02503	1.529811473887608e-245	460.51701859880916	2.051618902985614e-244
1384	1384	ko:K02504	9.483331760083665e-68	154.32625061758716	3.0931768409839615e-67
1385	1385	ko:K02505	1.6287262200611528e-67	153.78540298136667	5.0889807628474094e-67
1386	1386	ko:K02506	6.608634519137051e-61	138.56931361815617	1.9124731160967598e-60
1387	1387	ko:K02507	3.977283716871794e-51	116.0512406395957	1.0512988701057186e-50
1389	1389	ko:K02510	7.505206493208123e-11	23.312839044142557	1.3430870320333775e-10
1390	1390	ko:K02517	2.7156896896088864e-159	365.1119838356055	1.666606955166497e-158
1391	1391	ko:K02518	6.320595385710386e-233	460.51701859880916	7.011017985799772e-232
1392	1392	ko:K02519	2.5689616277355062e-258	460.51701859880916	4.408619255378318e-257
1393	1393	ko:K02520	4.2461350514757283e-249	460.51701859880916	6.038709949781351e-248
1394	1394	ko:K02521	1.0876102370890923e-62	142.6762929193492	3.201588841817005e-62
1395	1395	ko:K02523	1.0369937763336834e-176	405.2186504393295	7.157538950097771e-176
1396	1396	ko:K02525	0.007131435199630261	4.9432427745413765	0.010020926614512806
1397	1397	ko:K02526	5.831914009286733e-16	35.078016237942414	1.1381606116983373e-15
1398	1398	ko:K02527	1.316141200978097e-171	393.4673467792584	8.752571520285436e-171
1399	1399	ko:K02528	1.0402875713811357e-243	460.51701859880916	1.3502215236822739e-242
1400	1400	ko:K02529	0.0	460.51701859880916	0.0
1401	1401	ko:K02530	5.5855410991500145e-09	19.00308452475834	9.673608909754903e-09
1403	1403	ko:K02532	7.824372177981485e-10	20.968607429578885	1.3740717050352553e-09
1405	1405	ko:K02535	3.3393614326924976e-59	134.64674088575543	9.417599724766154e-59
1406	1406	ko:K02536	5.942222059952142e-181	414.98581868433274	4.214797204835401e-180
1407	1407	ko:K02538	1.5689787436659115e-07	15.667670724994599	2.6309634650245724e-07
1408	1408	ko:K02545	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
1410	1410	ko:K02548	6.325318394571614e-137	313.60959736777494	3.322116061000124e-136
1411	1411	ko:K02549	3.7708801955509456e-59	134.52521203881855	1.0629250915666818e-58
1412	1412	ko:K02551	5.813133637298464e-181	415.0077820540817	4.13362122370115e-180
1413	1413	ko:K02552	2.520005462349799e-163	374.39710908890936	1.5844043252145842e-162
1414	1414	ko:K02553	2.7548096222819806e-55	125.6288317770753	7.539338403976764e-55
1415	1415	ko:K02556	5.9132932438880704e-105	239.99423185568477	2.5681887426916957e-104
1416	1416	ko:K02557	2.0634776930454123e-205	460.5169979642451	1.7493085668069666e-204
1417	1417	ko:K02558	1.2376201939745548e-59	135.63933014946036	3.5434095411664992e-59
1418	1418	ko:K02560	2.6962269469332794e-87	199.3330497218452	1.0313616085626893e-86
1419	1419	ko:K02563	2.6735160162085697e-247	460.51701859880916	3.7178993663826563e-246
1420	1420	ko:K02564	8.779173255793026e-238	460.51701859880916	1.0523824246753169e-236
1421	1421	ko:K02565	7.813739426564422e-09	18.667382187866686	1.3441917368184866e-08
1422	1422	ko:K02566	7.4018517983814155e-31	69.37840767088635	1.663648696403721e-30
1423	1423	ko:K02567	4.673381443784249e-58	132.00805250609363	1.3120791462757767e-57
1424	1424	ko:K02568	9.037843628347294e-69	156.6769508073267	2.978847934947392e-68
1425	1425	ko:K02569	2.4282220190896637e-72	164.8989673854138	8.308934254412267e-72
1426	1426	ko:K02570	4.057701074971251e-66	150.56999956205829	1.2553304257143935e-65
1427	1427	ko:K02572	8.023593967246252e-65	147.58564459752102	2.4606850374292418e-64
1428	1428	ko:K02573	3.977283716871794e-51	116.0512406395957	1.0512988701057186e-50
1429	1429	ko:K02574	4.3998709386595576e-51	115.95026453432514	1.160825762601489e-50
1430	1430	ko:K02575	0.0027916761967940427	5.881113076167973	0.003944395347121913
1432	1432	ko:K02585	1.9081458853536297e-19	43.10298473695473	3.8559025299594107e-19
1434	1434	ko:K02587	4.103858811521835e-11	23.916508318308445	7.510660243063948e-11
1435	1435	ko:K02588	1.7217605931423852e-22	50.1135246779014	3.6205066327306913e-22
1436	1436	ko:K02589	0.00011181070436810939	9.098703256136893	0.0001645681013718315
1437	1437	ko:K02590	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
1438	1438	ko:K02591	0.00011181070436810939	9.098703256136893	0.0001645681013718315
1439	1439	ko:K02592	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
1440	1440	ko:K02594	6.562631780442594e-21	46.472895244329486	1.3512990164981358e-20
1441	1441	ko:K02596	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
1442	1442	ko:K02597	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
1443	1443	ko:K02598	4.0473692489597554e-14	30.838124200017077	7.720083371495533e-14
1444	1444	ko:K02600	1.327946593921417e-257	460.51701859880916	2.2651318638309126e-256
1445	1445	ko:K02601	1.0656142533435013e-224	460.51701859880916	1.055518960417089e-223
1446	1446	ko:K02614	7.171004080945659e-30	67.10750710583092	1.6002960095264502e-29
1447	1447	ko:K02617	4.802301172692474e-93	212.57131843443554	1.902722275159418e-92
1448	1448	ko:K02619	1.8549826020945542e-199	457.54405221160175	1.5091112062573275e-198
1449	1449	ko:K02621	1.5039805797517107e-171	393.33393558893664	9.978230732406767e-171
1450	1450	ko:K02622	1.5039805797517107e-171	393.33393558893664	9.978230732406767e-171
1452	1452	ko:K02630	9.037843628347294e-69	156.6769508073267	2.978847934947392e-68
1454	1454	ko:K02647	1.0426388931404912e-144	331.530498494496	5.771312932030602e-144
1455	1455	ko:K02650	3.10021269018213e-98	224.52186839454274	1.2785829692307017e-97
1456	1456	ko:K02651	6.699345125056597e-08	16.518670964861425	1.1287526880354983e-07
1457	1457	ko:K02652	1.5532493333814165e-98	225.21299003263152	6.424648891041375e-98
1458	1458	ko:K02653	3.3526521440721754e-122	279.70562962785607	1.6137317992695229e-121
1459	1459	ko:K02654	3.950513763418033e-163	373.94752452088625	2.4782889675842464e-162
1460	1460	ko:K02655	4.883860181250544e-11	23.74250009501341	8.764867954017983e-11
1461	1461	ko:K02656	3.803683483123213e-64	146.02947601672696	1.1484276441558108e-63
1462	1462	ko:K02659	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
1463	1463	ko:K02662	5.81538178892619e-54	122.57908858198584	1.5755108243895041e-53
1465	1465	ko:K02664	6.699345125056597e-08	16.518670964861425	1.1287526880354983e-07
1466	1466	ko:K02666	2.70199921440714e-06	12.82151860917126	4.458061824822534e-06
1468	1468	ko:K02668	3.4130671530057683e-16	35.61375014252012	6.684071157083097e-16
1469	1469	ko:K02669	2.268783106585319e-137	314.6349141288254	1.193807028870523e-136
1472	1472	ko:K02679	1.5874850522109843e-59	135.3903694508384	4.485956258650259e-59
1473	1473	ko:K02680	3.2003997338961628e-24	54.098766513010325	6.803259374088003e-24
1474	1474	ko:K02681	7.225651810357752e-58	131.5722979477589	2.0136243890069035e-57
1475	1475	ko:K02682	1.5874850522109843e-59	135.3903694508384	4.485956258650259e-59
1477	1477	ko:K02686	8.140878583108117e-37	83.09875033254694	1.9223505010551414e-36
1478	1478	ko:K02687	6.84637804832124e-246	460.51701859880916	9.314373605017283e-245
1479	1479	ko:K02688	3.3353736590225944e-18	40.2419469591155	6.6825832785101375e-18
1480	1480	ko:K02742	1.6287262200611528e-67	153.78540298136667	5.0889807628474094e-67
1481	1481	ko:K02744	7.049948215545515e-12	25.67800084444404	1.3012097948666223e-11
1485	1485	ko:K02749	6.455088668210643e-07	14.253226890392996	1.0722397946665868e-06
1486	1486	ko:K02750	6.455088668210643e-07	14.253226890392996	1.0722397946665868e-06
1487	1487	ko:K02752	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
1488	1488	ko:K02753	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
1489	1489	ko:K02755	2.67931759516643e-39	88.81525649333764	6.484109362327332e-39
1490	1490	ko:K02756	7.616916697825377e-41	92.37561715777458	1.8624994229502847e-40
1491	1491	ko:K02757	1.0665727227159265e-40	92.03895327495668	2.6068699534433427e-40
1492	1492	ko:K02759	4.7454359624214535e-15	32.981593088792955	9.191331541623165e-15
1493	1493	ko:K02760	4.4361283732639216e-29	65.28518568878951	9.853021556037805e-29
1494	1494	ko:K02761	3.5082096249467165e-24	54.006936402876306	7.454780407395244e-24
1498	1498	ko:K02768	3.491154479548373e-129	295.78324451828644	1.7536528640151346e-128
1499	1499	ko:K02769	9.620022739775607e-116	264.83602415883246	4.448374151414666e-115
1500	1500	ko:K02770	3.704723211752784e-122	279.6057727959956	1.7816752345448227e-121
1501	1501	ko:K02771	9.214991512649125e-14	30.015359631831725	1.7429762841010707e-13
1502	1502	ko:K02773	7.402472222881072e-06	11.813696529374724	1.1570974022809119e-05
1503	1503	ko:K02774	0.00046107221673059536	7.6819558748922985	0.0006617218443469602
1504	1504	ko:K02775	3.3886284705355134e-70	159.96053125101878	1.1456404996792522e-69
1505	1505	ko:K02777	7.545127749053222e-67	152.2522992069072	2.3496851225126582e-66
1506	1506	ko:K02778	4.902907705153909e-50	113.53942621136825	1.2827533319415647e-49
1507	1507	ko:K02779	4.040049742277731e-51	116.03558273835408	1.0668905914359246e-50
1508	1508	ko:K02781	2.624544761281219e-10	22.06094347321042	4.675979716690994e-10
1509	1509	ko:K02782	0.000845278961997467	7.075843852547476	0.0012054672946293758
1510	1510	ko:K02783	2.5794285926365718e-11	24.380868124252604	4.7283941019565204e-11
1511	1511	ko:K02784	8.023593967246252e-65	147.58564459752102	2.4606850374292418e-64
1513	1513	ko:K02787	0.012253760253708185	4.401922429607443	0.01718021613916971
1514	1514	ko:K02788	0.012253760253708185	4.401922429607443	0.01718021613916971
1515	1515	ko:K02790	3.538786280634796e-18	40.18274786411432	7.085101893781582e-18
1516	1516	ko:K02791	3.538786280634796e-18	40.18274786411432	7.085101893781582e-18
1517	1517	ko:K02793	8.427756313475179e-32	71.55119239420637	1.9140431273483856e-31
1518	1518	ko:K02794	2.9004416089227872e-37	84.13078543644163	6.915495491544787e-37
1519	1519	ko:K02795	4.591310969704141e-47	106.69733377311307	1.1682082800788453e-46
1520	1520	ko:K02796	5.199565995395724e-54	122.69101986199817	1.4093494771965558e-53
1521	1521	ko:K02798	2.1203657187506685e-15	33.78718781226005	4.122446573025576e-15
1522	1522	ko:K02799	5.881945371359539e-20	44.27981430721836	1.20019745452461e-19
1523	1523	ko:K02800	5.881945371359539e-20	44.27981430721836	1.20019745452461e-19
1524	1524	ko:K02802	5.239654850455618e-10	21.369595302010573	9.308713431614985e-10
1525	1525	ko:K02803	4.296800821241888e-100	228.80063854866674	1.7970175879060518e-99
1526	1526	ko:K02804	4.296800821241888e-100	228.80063854866674	1.7970175879060518e-99
1527	1527	ko:K02805	3.388041801700198e-55	125.42192799979465	9.263382088328967e-55
1528	1528	ko:K02806	1.473600588212738e-50	114.74154586401629	3.8769566267703257e-50
1529	1529	ko:K02808	1.2060686581316507e-08	18.233314716810426	2.0728960863961338e-08
1530	1530	ko:K02809	9.741186054917957e-48	108.24772158192116	2.494273762633414e-47
1531	1531	ko:K02810	9.741186054917957e-48	108.24772158192116	2.494273762633414e-47
1532	1532	ko:K02813	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
1536	1536	ko:K02818	6.74626772699532e-14	30.327201879288026	1.2837690457234775e-13
1537	1537	ko:K02819	6.74626772699532e-14	30.327201879288026	1.2837690457234775e-13
1538	1538	ko:K02821	4.127074243649407e-16	35.42379274755793	8.065580193715665e-16
1539	1539	ko:K02822	5.1997137292532296e-14	30.587587729911366	9.911405710791266e-14
1540	1540	ko:K02823	4.329248068033376e-197	452.14363848891475	3.4769465991630783e-196
1541	1541	ko:K02824	1.1034927164413978e-152	349.89445378881766	6.442936791135607e-152
1542	1542	ko:K02825	7.4144130551239495e-37	83.19222262474577	1.7633435597822165e-36
1543	1543	ko:K02834	8.256723380132571e-240	460.51701859880916	1.0083353235769052e-238
1544	1544	ko:K02835	1.9397517396964727e-260	460.51701859880916	3.5442842467075355e-259
1545	1545	ko:K02836	3.723648677506255e-274	460.51701859880916	8.651736803786138e-273
1546	1546	ko:K02837	4.968311179981982e-237	460.51701859880916	5.83182638714725e-236
1547	1547	ko:K02838	3.060938067583919e-241	460.51701859880916	3.8662318410690846e-240
1548	1548	ko:K02839	0.00017469934200509384	8.652444107258981	0.0002548714431423152
1549	1549	ko:K02840	1.8312769213195786e-08	17.8156672492153	3.133148332657679e-08
1550	1550	ko:K02841	8.590503069378184e-53	119.88635262986547	2.2964952807627472e-52
1551	1551	ko:K02843	2.4315538999067766e-158	362.9199141750952	1.4793699697062133e-157
1552	1552	ko:K02844	5.860577608426204e-10	21.25760276321822	1.0295215052014422e-09
1553	1553	ko:K02847	1.9262977212308495e-70	160.5253566280752	6.52422131617839e-70
