	index	KEGG	pvalue	-log(pvalue)	pvalue_corrected
1297	1297	ko:K02245	1.0564660413917922e-116	267.0449413723058	1.1663004388482002e-115
1298	1298	ko:K02246	1.0234341869403052e-31	71.35697406072723	2.4351771896633978e-31
1299	1299	ko:K02248	9.878212026535609e-41	92.11565728634709	2.828215190961854e-40
1300	1300	ko:K02250	0.00012503994317040196	8.986877326342503	0.00013277638332843204
1302	1302	ko:K02255	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1303	1303	ko:K02257	1.3886566672347909e-39	89.47248177336611	3.848167978357107e-39
1304	1304	ko:K02258	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1305	1305	ko:K02259	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1306	1306	ko:K02274	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1307	1307	ko:K02275	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1308	1308	ko:K02276	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1309	1309	ko:K02277	0.00012503994317040196	8.986877326342503	0.00013277638332843204
1310	1310	ko:K02278	1.964754759703131e-28	63.797015170523075	4.277914858813463e-28
1311	1311	ko:K02279	1.1421452586781469e-23	52.82654883897712	2.2321926634516765e-23
1312	1312	ko:K02280	7.86846699866619e-30	67.01468953687875	1.7379270836635812e-29
1313	1313	ko:K02282	3.931432635333565e-17	37.77494268319272	6.550962131272439e-17
1314	1314	ko:K02283	6.6193791328832385e-56	127.0547636286894	2.489682992460135e-55
1315	1315	ko:K02291	2.9811084408876483e-18	40.35423648250608	5.004178470498253e-18
1316	1316	ko:K02293	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1317	1317	ko:K02297	7.193597971114936e-30	67.10436133002457	1.6121131956481787e-29
1318	1318	ko:K02298	7.193597971114936e-30	67.10436133002457	1.6121131956481787e-29
1319	1319	ko:K02299	9.994717496755682e-35	78.28842155169534	2.508710942344206e-34
1320	1320	ko:K02300	7.193597971114936e-30	67.10436133002457	1.6121131956481787e-29
1321	1321	ko:K02302	2.8434366754281927e-52	118.68941141811273	9.887478155702915e-52
1322	1322	ko:K02303	8.73430149695851e-71	161.31628362819228	4.223762057763599e-70
1323	1323	ko:K02304	1.4942712869281086e-54	123.93795636716304	5.49543828031724e-54
1324	1324	ko:K02313	2.0331957484401184e-126	289.41611290172955	3.1537697090361024e-125
1325	1325	ko:K02314	1.6569892775176318e-128	294.2258896358357	2.8265153896143096e-127
1326	1326	ko:K02315	4.3497351873906956e-57	129.77723533387496	1.6677614200965452e-56
1327	1327	ko:K02316	1.4473234614075955e-131	301.26893122022386	2.7285387224751808e-130
1328	1328	ko:K02317	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1329	1329	ko:K02320	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1331	1331	ko:K02334	1.2092750850452892e-13	29.743585132116372	1.756157488995612e-13
1332	1332	ko:K02335	2.4330329805423433e-131	300.74950856300603	4.5310617239461814e-130
1333	1333	ko:K02336	7.193597971114936e-30	67.10436133002457	1.6121131956481787e-29
1334	1334	ko:K02337	8.660972993438986e-138	315.59791576201474	2.089203997275617e-136
1335	1335	ko:K02338	9.790501468051701e-133	303.9624046905003	1.9732369241694993e-131
1336	1336	ko:K02339	9.98943778399542e-69	156.57684310339067	4.682883343729146e-68
1337	1337	ko:K02340	1.7500024750523764e-121	278.0531790500295	2.286197263250727e-120
1338	1338	ko:K02341	4.5251231379157435e-132	302.4315874856333	8.773870084180304e-131
1339	1339	ko:K02342	3.336217464779699e-174	399.444968511308	1.7034170338921015e-172
1340	1340	ko:K02343	7.963701582772334e-121	276.53790233755154	1.010219453367414e-119
1341	1341	ko:K02344	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1342	1342	ko:K02345	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1343	1343	ko:K02346	9.655324346412354e-143	327.00215878921114	2.59465667852932e-141
1344	1344	ko:K02347	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
1345	1345	ko:K02348	8.042559842388985e-50	113.04450722882939	2.7104930777952315e-49
1346	1346	ko:K02351	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1348	1348	ko:K02355	2.0961917876441323e-183	420.63294975389897	1.2003146806444484e-181
1349	1349	ko:K02356	9.655324346412354e-143	327.00215878921114	2.59465667852932e-141
1350	1350	ko:K02357	3.224708610251465e-129	295.86263440347665	5.581296512714894e-128
1351	1351	ko:K02358	1.1819404962816613e-140	322.19475544300496	2.9924584383131155e-139
1352	1352	ko:K02359	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1353	1353	ko:K02361	1.0113656709821068e-57	131.2360487336511	3.93687259600214e-57
1354	1354	ko:K02362	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1355	1355	ko:K02363	2.680671546003507e-49	111.84060221670764	8.830362667937357e-49
1356	1356	ko:K02364	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1357	1357	ko:K02371	2.1058301819319722e-55	125.89747033957187	7.824391464340324e-55
1358	1358	ko:K02372	1.193309244106625e-136	312.9748423221523	2.738354209228948e-135
1359	1359	ko:K02377	6.248503136831394e-38	85.66589159681665	1.6806224196385405e-37
1360	1360	ko:K02379	5.104938235273563e-51	115.80163139002192	1.7473718752805095e-50
1361	1361	ko:K02380	1.964754759703131e-28	63.797015170523075	4.277914858813463e-28
1362	1362	ko:K02381	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1363	1363	ko:K02385	1.4682522992308917e-25	57.180554543464986	3.054662763119753e-25
1364	1364	ko:K02386	3.2226551316291156e-27	60.99959191601805	6.877467081675929e-27
1365	1365	ko:K02387	1.823149382144666e-57	130.6467848652907	7.021015879572827e-57
1366	1366	ko:K02388	1.865219273478679e-55	126.01880149557707	6.93879689654151e-55
1367	1367	ko:K02389	1.4252466612441215e-63	144.70851596427366	6.076886773446578e-63
1368	1368	ko:K02390	8.154460990128132e-68	154.47722118533767	3.736902205423715e-67
1369	1369	ko:K02391	3.2226551316291156e-27	60.99959191601805	6.877467081675929e-27
1370	1370	ko:K02392	1.3193759092730398e-75	172.41672314576368	6.879843571162481e-75
1371	1371	ko:K02393	3.2226551316291156e-27	60.99959191601805	6.877467081675929e-27
1372	1372	ko:K02394	1.0234341869403052e-31	71.35697406072723	2.4351771896633978e-31
1373	1373	ko:K02395	2.9114857402887625e-69	157.80970790202593	1.380702254701954e-68
1374	1374	ko:K02396	1.6412929280308412e-59	135.35703618466306	6.598557591893021e-59
1375	1375	ko:K02397	2.298753291937639e-47	107.38913244172926	7.377926359194297e-47
1376	1376	ko:K02398	5.685424243607574e-45	101.87842343522898	1.744346236383756e-44
1377	1377	ko:K02399	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1378	1378	ko:K02400	1.823149382144666e-57	130.6467848652907	7.021015879572827e-57
1379	1379	ko:K02401	8.024264848832988e-66	149.88814608040923	3.580820883379441e-65
1380	1380	ko:K02402	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1381	1381	ko:K02403	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1382	1382	ko:K02404	1.1125426721561098e-36	82.78641525646874	2.9457860640883684e-36
1383	1383	ko:K02405	3.061868217138772e-47	107.10247411257582	9.781056603967286e-47
1384	1384	ko:K02406	1.2399116427502379e-100	230.043469178173	9.853357503412072e-100
1385	1385	ko:K02407	9.099019904522638e-54	122.13142831675573	3.245034630675798e-53
1386	1386	ko:K02408	3.949633316817429e-49	111.45304681328975	1.2920129915718306e-48
1387	1387	ko:K02409	1.865219273478679e-55	126.01880149557707	6.93879689654151e-55
1388	1388	ko:K02410	1.4252466612441215e-63	144.70851596427366	6.076886773446578e-63
1389	1389	ko:K02411	3.949633316817429e-49	111.45304681328975	1.2920129915718306e-48
1390	1390	ko:K02412	1.823149382144666e-57	130.6467848652907	7.021015879572827e-57
1391	1391	ko:K02413	4.099635573953931e-34	76.87699507643923	1.0108035075096876e-33
1392	1392	ko:K02414	3.949633316817429e-49	111.45304681328975	1.2920129915718306e-48
1393	1393	ko:K02415	1.865219273478679e-55	126.01880149557707	6.93879689654151e-55
1394	1394	ko:K02416	8.024264848832988e-66	149.88814608040923	3.580820883379441e-65
1395	1395	ko:K02417	1.823149382144666e-57	130.6467848652907	7.021015879572827e-57
1396	1396	ko:K02418	2.7553989324607256e-54	123.3260327864855	1.0079002542798129e-53
1397	1397	ko:K02419	8.024264848832988e-66	149.88814608040923	3.580820883379441e-65
1398	1398	ko:K02420	3.949633316817429e-49	111.45304681328975	1.2920129915718306e-48
1399	1399	ko:K02421	3.949633316817429e-49	111.45304681328975	1.2920129915718306e-48
1400	1400	ko:K02422	1.4252466612441215e-63	144.70851596427366	6.076886773446578e-63
1401	1401	ko:K02423	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1402	1402	ko:K02424	2.752177427149611e-97	222.33836163035485	2.034088190126136e-96
1403	1403	ko:K02425	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1404	1404	ko:K02426	2.0865623883924527e-62	142.0247578440495	8.750422829350141e-62
1405	1405	ko:K02427	2.1483610052357062e-72	165.02142146729395	1.0615328934741268e-71
1406	1406	ko:K02428	8.047602052516754e-161	368.6308258066614	3.1607472933185997e-159
1407	1407	ko:K02429	4.696318745232861e-105	240.2246558082511	4.01315829177709e-104
1408	1408	ko:K02430	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1409	1409	ko:K02431	4.1968607330427014e-30	67.64321598852162	9.751295301991896e-30
1410	1410	ko:K02433	2.425452175487653e-116	266.21385281618353	2.6302204387987345e-115
1411	1411	ko:K02434	6.89935783260765e-89	202.99864493693593	4.389653732127422e-88
1412	1412	ko:K02435	3.1062035756288093e-87	199.19150182520247	1.932153229226164e-86
1413	1413	ko:K02436	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1414	1414	ko:K02437	1.8911054136289568e-81	185.87223099948287	1.0688932536258874e-80
1415	1415	ko:K02438	9.994717496755682e-35	78.28842155169534	2.508710942344206e-34
1416	1416	ko:K02439	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1417	1417	ko:K02440	4.2342169820725686e-100	228.8153108804678	3.338873545580261e-99
1418	1418	ko:K02441	2.968584695595122e-20	44.96361655411412	5.458739024583228e-20
1419	1419	ko:K02442	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1420	1420	ko:K02443	1.2003153732487851e-56	128.76218087436072	4.573589733765738e-56
1421	1421	ko:K02444	3.19938593363634e-36	81.73010445213295	8.366469319415218e-36
1422	1422	ko:K02445	2.6844346882357408e-31	70.3926677214409	6.325973590315532e-31
1423	1423	ko:K02446	7.686476566105153e-28	62.43292010917551	1.6676714561092872e-27
1424	1424	ko:K02450	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1425	1425	ko:K02451	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1426	1426	ko:K02452	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1427	1427	ko:K02453	9.334967317684045e-101	230.32732711646258	7.427966851357162e-100
1428	1428	ko:K02454	1.071146704089968e-62	142.69154600493718	4.504403470116152e-62
1429	1429	ko:K02455	2.576136639829946e-27	61.22350666059163	5.565581520535288e-27
1430	1430	ko:K02456	0.0	460.51701859880916	0.0
1431	1431	ko:K02457	2.4747044020785613e-24	54.355921276472806	4.866018572379764e-24
1432	1432	ko:K02458	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1433	1433	ko:K02459	9.994717496755682e-35	78.28842155169534	2.508710942344206e-34
1434	1434	ko:K02460	1.3886566672347909e-39	89.47248177336611	3.848167978357107e-39
1435	1435	ko:K02461	9.940608596027031e-23	50.662828893104376	1.8938466687766674e-22
1436	1436	ko:K02462	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1437	1437	ko:K02463	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1438	1438	ko:K02464	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1439	1439	ko:K02465	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1440	1440	ko:K02466	9.940608596027031e-23	50.662828893104376	1.8938466687766674e-22
1441	1441	ko:K02467	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1442	1442	ko:K02468	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1443	1443	ko:K02469	9.486645527953929e-149	340.83529378037673	2.7944556322006593e-147
1444	1444	ko:K02470	4.741137150891911e-132	302.38495526302825	9.163705780288561e-131
1445	1445	ko:K02471	2.088529632978163e-38	86.76177324027762	5.664639690684908e-38
1446	1446	ko:K02472	1.2828195319897184e-33	75.7362476540226	3.1502345781567155e-33
1447	1447	ko:K02473	2.402753705802236e-29	65.89835223979023	5.280370141840136e-29
1448	1448	ko:K02474	8.065238007945504e-49	110.73910633435194	2.6284953869511757e-48
1449	1449	ko:K02475	2.6197992415209757e-39	88.83772093730433	7.220652250471892e-39
1450	1450	ko:K02476	9.994717496755682e-35	78.28842155169534	2.508710942344206e-34
1451	1451	ko:K02477	1.6596429652577164e-72	165.27952419750616	8.220398098734057e-72
1452	1452	ko:K02478	1.1125426721561098e-36	82.78641525646874	2.9457860640883684e-36
1453	1453	ko:K02479	2.9811084408876483e-18	40.35423648250608	5.004178470498253e-18
1454	1454	ko:K02481	5.921335973419145e-42	94.93001181112825	1.73671735323787e-41
1455	1455	ko:K02482	1.55003132239142e-22	50.218596907147564	2.9393506382829556e-22
1456	1456	ko:K02483	1.7346408507100078e-241	460.51701859880916	2.2613073387872803e-239
1457	1457	ko:K02484	9.480052346053185e-106	241.82483001938158	8.262344342001119e-105
1458	1458	ko:K02485	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1459	1459	ko:K02487	9.994717496755682e-35	78.28842155169534	2.508710942344206e-34
1460	1460	ko:K02488	8.582503881676756e-14	30.086465603288936	1.2472723264476632e-13
1461	1461	ko:K02490	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1462	1462	ko:K02491	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
1463	1463	ko:K02492	9.334160037049217e-76	172.7627862745648	4.88806825188039e-75
1464	1464	ko:K02493	1.0986814727094783e-120	276.2161003596232	1.376609689834555e-119
1465	1465	ko:K02494	1.3886566672347909e-39	89.47248177336611	3.848167978357107e-39
1466	1466	ko:K02495	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1467	1467	ko:K02496	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1468	1468	ko:K02498	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1469	1469	ko:K02499	6.148700264878787e-51	115.61559902225724	2.1034665841938765e-50
1470	1470	ko:K02500	3.0192626717362983e-99	226.85091155326452	2.33573515021822e-98
1471	1471	ko:K02501	1.270393991365171e-91	209.29591638067745	8.442195211599135e-91
1472	1472	ko:K02502	1.1843163649735067e-73	167.91954608764857	6.016837784571041e-73
1473	1473	ko:K02503	4.3610394299181804e-127	290.9555963799386	6.922302742774272e-126
1474	1474	ko:K02504	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1475	1475	ko:K02505	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1476	1476	ko:K02506	2.968584695595122e-20	44.96361655411412	5.458739024583228e-20
1477	1477	ko:K02507	2.693684385342442e-35	79.59956833832787	6.975572370664896e-35
1478	1478	ko:K02508	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1479	1479	ko:K02509	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1480	1480	ko:K02510	7.86846699866619e-30	67.01468953687875	1.7379270836635812e-29
1481	1481	ko:K02511	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1482	1482	ko:K02517	1.117932352154396e-117	269.2909750153131	1.2660945511367808e-116
1483	1483	ko:K02518	1.851625883679075e-117	268.7863917711382	2.0931571566977295e-116
1484	1484	ko:K02519	6.462597917195823e-130	297.4700306979091	1.1477199257582264e-128
1485	1485	ko:K02520	1.0986814727094783e-120	276.2161003596232	1.376609689834555e-119
1486	1486	ko:K02521	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1487	1487	ko:K02523	3.0588207569512557e-80	183.08877797138018	1.711542902085876e-79
1488	1488	ko:K02525	9.370125608188107e-31	69.14261138129868	2.197961699899255e-30
1489	1489	ko:K02526	3.8947320963660185e-33	74.62568317326713	9.510969930025745e-33
1490	1490	ko:K02527	7.826173338319555e-92	209.7803548828779	5.206402176317472e-91
1491	1491	ko:K02528	2.0331957484401184e-126	289.41611290172955	3.1537697090361024e-125
1492	1492	ko:K02529	0.0	460.51701859880916	0.0
1493	1493	ko:K02530	2.6255878401321613e-57	130.28204549058967	1.0073247774884003e-56
1494	1494	ko:K02531	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1495	1495	ko:K02532	2.454940558544508e-63	144.16475831007702	1.0373393656691175e-62
1496	1496	ko:K02533	6.320990845139988e-77	175.45517618537704	3.3647880893286456e-76
1497	1497	ko:K02535	3.221159555720074e-66	150.80087473240283	1.4522475789475271e-65
1498	1498	ko:K02536	3.1647548531579298e-87	199.17282749344398	1.9645849022592335e-86
1499	1499	ko:K02538	2.071319904866857e-151	346.9621630028252	6.575635780890794e-150
1500	1500	ko:K02546	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1501	1501	ko:K02547	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1502	1502	ko:K02548	2.188880346444389e-160	367.6302247232868	8.227772934150167e-159
1503	1503	ko:K02549	6.248503136831394e-38	85.66589159681665	1.6806224196385405e-37
1504	1504	ko:K02551	4.700857502323324e-48	108.97633952433684	1.5215083949675124e-47
1505	1505	ko:K02552	8.153746371255768e-49	110.72819205762009	2.650291990275018e-48
1506	1506	ko:K02553	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1507	1507	ko:K02554	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1508	1508	ko:K02556	1.2230786241656131e-67	154.07183008801016	5.5840556857397254e-67
1509	1509	ko:K02557	6.058223418989124e-95	216.94416724251775	4.286228047130065e-94
1510	1510	ko:K02558	1.823149382144666e-57	130.6467848652907	7.021015879572827e-57
1511	1511	ko:K02560	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1512	1512	ko:K02562	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1513	1513	ko:K02563	3.481799566577479e-134	307.298853184242	7.25611766817014e-133
1514	1514	ko:K02564	3.468271061251656e-107	245.1329487338151	3.093172749969272e-106
1515	1515	ko:K02565	2.6419050185900876e-21	47.382786697992564	4.923038944313098e-21
1516	1516	ko:K02566	9.863079113639267e-36	80.60426494459084	2.564986660834796e-35
1517	1517	ko:K02567	1.2035071574266132e-55	126.45694018927296	4.501763341607362e-55
1518	1518	ko:K02568	8.582503881676756e-14	30.086465603288936	1.2472723264476632e-13
1519	1519	ko:K02569	9.878212026535609e-41	92.11565728634709	2.828215190961854e-40
1520	1520	ko:K02570	2.6419050185900876e-21	47.382786697992564	4.923038944313098e-21
1521	1521	ko:K02572	2.3164446181009805e-09	19.8832323189333	2.949471358084935e-09
1522	1522	ko:K02573	1.4117322204858435e-25	57.21980984931335	2.9673013087193013e-25
1523	1523	ko:K02574	1.823149382144666e-57	130.6467848652907	7.021015879572827e-57
1524	1524	ko:K02575	1.7905537431420814e-43	98.42863407302063	5.39366901879623e-43
1525	1525	ko:K02584	1.964754759703131e-28	63.797015170523075	4.277914858813463e-28
1526	1526	ko:K02585	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1527	1527	ko:K02586	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1528	1528	ko:K02587	5.895063046241442e-10	21.251735701141232	7.64748068691961e-10
1529	1529	ko:K02588	3.4002273021400257e-12	26.407178832970438	4.8721217680570485e-12
1530	1530	ko:K02589	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
1532	1532	ko:K02591	1.0423614569785884e-08	18.379191973077436	1.3105989425216111e-08
1533	1533	ko:K02592	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1534	1534	ko:K02594	1.0423614569785884e-08	18.379191973077436	1.3105989425216111e-08
1535	1535	ko:K02596	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1536	1536	ko:K02598	1.5963720050949038e-81	186.04165897475133	9.056454884459699e-81
1537	1537	ko:K02600	1.8731842697015336e-136	312.5239328464524	4.266542758535798e-135
1538	1538	ko:K02601	3.81255347853474e-120	274.9719119902937	4.7382383697732964e-119
1539	1539	ko:K02609	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1540	1540	ko:K02610	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1541	1541	ko:K02611	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1542	1542	ko:K02612	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1543	1543	ko:K02613	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1544	1544	ko:K02614	1.048717255965277e-40	92.05583596341394	2.9941708421711334e-40
1545	1545	ko:K02615	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1546	1546	ko:K02616	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1547	1547	ko:K02617	2.6419050185900876e-21	47.382786697992564	4.923038944313098e-21
1548	1548	ko:K02618	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1549	1549	ko:K02619	7.276787028135175e-47	106.23680994822085	2.302937712881416e-46
1550	1550	ko:K02621	9.778640402953366e-118	269.4248405170175	1.109513513868431e-116
1551	1551	ko:K02622	2.8296629697597877e-118	270.66488336069193	3.258899439044778e-117
1552	1552	ko:K02623	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1553	1553	ko:K02624	1.0234341869403052e-31	71.35697406072723	2.4351771896633978e-31
1554	1554	ko:K02625	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1555	1555	ko:K02626	0.00012503994317040196	8.986877326342503	0.00013277638332843204
1556	1556	ko:K02647	3.468780276823658e-49	111.58286652978006	1.1414187301878921e-48
1557	1557	ko:K02650	3.505607742161497e-146	334.92305967876155	9.99016680754581e-145
1558	1558	ko:K02651	1.1731691284193236e-11	25.168727279156048	1.664661243590828e-11
1559	1559	ko:K02652	1.8395511339476973e-75	172.08436038163438	9.567852120286539e-75
1560	1560	ko:K02653	8.579739275167542e-63	142.91345733309632	3.6178983165142144e-62
1561	1561	ko:K02654	3.2982383344014662e-74	169.19790839368937	1.6882461382521122e-73
1562	1562	ko:K02655	0.00022228396691067562	8.411554863253839	0.00023501878606759438
1563	1563	ko:K02656	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1564	1564	ko:K02657	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1565	1565	ko:K02658	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1566	1566	ko:K02659	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1567	1567	ko:K02660	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
1568	1568	ko:K02662	2.4735371429451604e-34	77.38224399387329	6.178296809957195e-34
1569	1569	ko:K02663	3.338470349771119e-16	35.635848764931026	5.445901978979672e-16
1570	1570	ko:K02664	2.6419050185900876e-21	47.382786697992564	4.923038944313098e-21
1571	1571	ko:K02665	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1572	1572	ko:K02666	3.061868217138772e-47	107.10247411257582	9.781056603967286e-47
1573	1573	ko:K02667	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1574	1574	ko:K02668	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
1575	1575	ko:K02669	1.6196742649165804e-64	146.88322089363126	7.08332920852526e-64
1576	1576	ko:K02670	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1577	1577	ko:K02671	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1578	1578	ko:K02672	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1579	1579	ko:K02673	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
1580	1580	ko:K02674	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1581	1581	ko:K02676	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1582	1582	ko:K02679	1.3842611256689275e-243	460.51701859880916	1.843775634124678e-241
1583	1583	ko:K02680	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1584	1584	ko:K02681	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1585	1585	ko:K02682	8.582503881676756e-14	30.086465603288936	1.2472723264476632e-13
1586	1586	ko:K02687	2.637682630490105e-119	273.0377253260988	3.144179275683438e-118
1587	1587	ko:K02688	4.0183039004595835e-18	40.05567177560176	6.723142544542836e-18
1588	1588	ko:K02742	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
1589	1589	ko:K02744	1.4252466612441215e-63	144.70851596427366	6.076886773446578e-63
1590	1590	ko:K02745	2.739935722578179e-77	176.2911176993298	1.4661647311996947e-76
1591	1591	ko:K02746	2.632843084264223e-100	229.29044501646416	2.0787924712998573e-99
1592	1592	ko:K02747	1.823149382144666e-57	130.6467848652907	7.021015879572827e-57
1593	1593	ko:K02749	5.246509263304746e-70	159.52339355635286	2.5231838505705006e-69
1594	1594	ko:K02750	5.246509263304746e-70	159.52339355635286	2.5231838505705006e-69
1595	1595	ko:K02752	2.968584695595122e-20	44.96361655411412	5.458739024583228e-20
1596	1596	ko:K02753	2.968584695595122e-20	44.96361655411412	5.458739024583228e-20
1597	1597	ko:K02755	4.521325481725743e-265	460.51701859880916	8.147694478392244e-263
1598	1598	ko:K02756	6.737963984698349e-255	460.51701859880916	1.0585514188268406e-252
1599	1599	ko:K02757	6.737963984698349e-255	460.51701859880916	1.0585514188268406e-252
1600	1600	ko:K02759	3.7525110548396174e-241	460.51701859880916	4.789924006875487e-239
1601	1601	ko:K02760	1.693598339007549e-269	460.51701859880916	3.2427115697185164e-267
1602	1602	ko:K02761	0.0	460.51701859880916	0.0
1603	1603	ko:K02763	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1604	1604	ko:K02764	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1605	1605	ko:K02765	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
1606	1606	ko:K02768	1.062080393541031e-285	460.51701859880916	2.7114027380107906e-283
1607	1607	ko:K02769	0.0	460.51701859880916	0.0
1608	1608	ko:K02770	1.3582848434466399e-273	460.51701859880916	2.97221829849913e-271
1609	1609	ko:K02771	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
1610	1610	ko:K02773	6.401183773221602e-156	357.34679156924346	2.178891832140486e-154
1611	1611	ko:K02774	3.431445779967913e-158	362.5754630104971	1.2295010698165732e-156
1612	1612	ko:K02775	3.561402414489275e-202	460.4820240879576	2.833858778386466e-200
1613	1613	ko:K02777	5.017369061241879e-186	426.6679215919588	3.074142023822899e-184
1614	1614	ko:K02778	3.0194321516607403e-45	102.5112604002764	9.357643294499421e-45
1615	1615	ko:K02779	1.9293865385205642e-44	100.65654199503687	5.837704356303948e-44
1616	1616	ko:K02781	1.506778292990885e-97	222.94078022972252	1.1203920632469843e-96
1617	1617	ko:K02782	1.2230786241656131e-67	154.07183008801016	5.5840556857397254e-67
1618	1618	ko:K02783	1.0906581603412057e-131	301.5518658513762	2.075298928077816e-130
1619	1619	ko:K02784	7.686476566105153e-28	62.43292010917551	1.6676714561092872e-27
1620	1620	ko:K02786	9.878212026535609e-41	92.11565728634709	2.828215190961854e-40
